0.000000,0.016000,-0.005000,-0.985000
0.101000,0.013000,-0.001000,-0.987000
0.205000,0.017000,-0.005000,-0.987000
0.306000,0.018000,-0.004000,-0.987000
0.411000,0.015000,-0.004000,-0.987000
0.517000,0.014000,0.001000,-0.985000
0.622000,0.014000,-0.003000,-0.988000
0.727000,0.015000,-0.003000,-0.985000
0.829000,0.016000,-0.005000,-0.986000
0.934000,0.016000,-0.002000,-0.988000
1.036000,0.017000,-0.004000,-0.986000
1.141000,0.015000,-0.004000,-0.984000
1.246000,0.016000,-0.005000,-0.988000
1.347000,0.015000,-0.003000,-0.986000
1.452000,0.013000,-0.004000,-0.987000
1.556000,0.016000,-0.002000,-0.987000
1.658000,0.014000,-0.003000,-0.989000
1.758000,0.016000,-0.006000,-0.989000
1.860000,0.016000,-0.002000,-0.986000
1.963000,0.014000,-0.004000,-0.984000
2.065000,0.017000,-0.004000,-0.984000
2.165000,0.014000,-0.003000,-0.985000
2.269000,0.017000,-0.006000,-0.985000
2.371000,0.015000,-0.002000,-0.985000
2.475000,0.016000,-0.003000,-0.985000
2.579000,0.016000,-0.004000,-0.989000
2.682000,0.017000,-0.003000,-0.989000
2.786000,0.017000,-0.005000,-0.986000
2.886000,0.016000,-0.003000,-0.989000
2.991000,0.016000,-0.007000,-0.988000
3.091000,0.016000,0.001000,-0.987000
3.195000,0.015000,-0.000000,-0.985000
3.299000,0.017000,-0.002000,-0.986000
3.404000,0.015000,-0.002000,-0.985000
3.507000,0.016000,-0.003000,-0.987000
3.612000,0.016000,-0.005000,-0.985000
3.716000,0.015000,-0.005000,-0.985000
3.817000,0.018000,-0.002000,-0.985000
3.921000,0.015000,-0.006000,-0.987000
4.022000,0.014000,-0.005000,-0.988000
4.123000,0.015000,-0.002000,-0.985000
4.227000,0.018000,-0.003000,-0.988000
4.332000,0.016000,-0.003000,-0.986000
4.437000,0.017000,-0.004000,-0.986000
4.539000,0.016000,-0.003000,-0.987000
4.641000,0.016000,-0.004000,-0.987000
4.745000,0.018000,-0.006000,-0.990000
4.851000,0.017000,-0.006000,-0.986000
4.956000,0.015000,-0.001000,-0.986000
5.057000,0.019000,-0.005000,-0.985000
5.157000,0.016000,-0.003000,-0.988000
5.258000,0.015000,-0.003000,-0.985000
5.362000,0.014000,-0.004000,-0.989000
5.467000,0.014000,-0.001000,-0.987000
5.572000,0.015000,-0.005000,-0.986000
5.677000,0.020000,-0.004000,-0.985000
5.782000,0.016000,-0.006000,-0.987000
5.883000,0.013000,-0.004000,-0.987000
5.988000,0.015000,-0.002000,-0.987000
6.092000,0.013000,-0.005000,-0.988000
6.194000,0.018000,-0.004000,-0.989000
6.299000,0.013000,-0.003000,-0.985000
6.399000,0.015000,-0.004000,-0.985000
6.502000,0.017000,-0.003000,-0.986000
6.606000,0.016000,-0.003000,-0.985000
6.709000,0.017000,-0.004000,-0.982000
6.811000,0.016000,-0.003000,-0.988000
6.913000,0.016000,-0.005000,-0.984000
7.015000,0.014000,-0.005000,-0.985000
7.119000,0.014000,-0.005000,-0.987000
7.223000,0.015000,-0.003000,-0.984000
7.328000,0.016000,-0.001000,-0.984000
7.431000,0.014000,-0.003000,-0.986000
7.531000,0.011000,-0.004000,-0.989000
7.635000,0.015000,-0.004000,-0.985000
7.738000,0.016000,-0.005000,-0.988000
7.843000,0.015000,-0.003000,-0.984000
7.948000,0.015000,-0.001000,-0.987000
8.052000,0.018000,-0.004000,-0.985000
8.153000,0.014000,-0.001000,-0.985000
8.254000,0.015000,-0.004000,-0.988000
8.358000,0.016000,-0.003000,-0.981000
8.463000,0.017000,-0.000000,-0.986000
8.567000,0.013000,-0.002000,-0.989000
8.672000,0.017000,-0.004000,-0.987000
8.774000,0.017000,-0.000000,-0.987000
8.875000,0.014000,-0.004000,-0.985000
8.980000,0.013000,-0.004000,-0.985000
9.083000,0.015000,-0.004000,-0.988000
9.184000,0.016000,-0.001000,-0.988000
9.288000,0.016000,-0.001000,-0.987000
9.393000,0.013000,-0.002000,-0.989000
9.499000,0.018000,-0.003000,-0.988000
9.600000,0.015000,-0.001000,-0.984000
9.700000,0.016000,-0.004000,-0.986000
9.801000,0.017000,0.001000,-0.986000
9.903000,0.015000,-0.004000,-0.983000
10.008000,0.016000,-0.004000,-0.985000
10.110000,0.014000,-0.004000,-0.986000
10.212000,0.019000,-0.002000,-0.988000
10.314000,0.015000,-0.002000,-0.987000
10.416000,0.020000,-0.005000,-0.985000
10.520000,0.015000,-0.007000,-0.986000
10.625000,0.014000,-0.004000,-0.987000
10.729000,0.017000,-0.001000,-0.987000
10.833000,0.016000,-0.005000,-0.986000
10.934000,0.018000,-0.005000,-0.987000
11.036000,0.015000,-0.002000,-0.987000
11.137000,0.017000,-0.006000,-0.984000
11.241000,0.015000,-0.002000,-0.987000
11.346000,0.014000,-0.003000,-0.986000
11.447000,0.015000,-0.004000,-0.985000
11.547000,0.015000,-0.004000,-0.985000
11.648000,0.017000,-0.003000,-0.986000
11.752000,0.019000,-0.005000,-0.985000
11.857000,0.016000,-0.002000,-0.984000
11.958000,0.019000,-0.003000,-0.988000
12.063000,0.013000,-0.005000,-0.982000
12.166000,0.015000,-0.003000,-0.985000
12.271000,0.015000,-0.002000,-0.986000
12.376000,0.015000,-0.003000,-0.986000
12.477000,0.017000,-0.004000,-0.988000
12.582000,0.014000,-0.002000,-0.986000
12.687000,0.012000,-0.004000,-0.988000
12.789000,0.012000,-0.001000,-0.987000
12.889000,0.013000,-0.012000,-1.000000
12.992000,0.013000,-0.004000,-0.979000
13.092000,0.005000,0.016000,-0.984000
13.194000,0.020000,-0.005000,-0.988000
13.297000,0.017000,-0.012000,-0.984000
13.401000,0.028000,-0.069000,-0.975000
13.503000,0.104000,-0.005000,-0.990000
13.606000,0.232000,0.010000,-0.972000
13.708000,0.269000,-0.001000,-0.958000
13.810000,0.288000,0.017000,-0.948000
13.910000,0.309000,0.002000,-0.931000
14.015000,0.329000,0.002000,-0.939000
14.116000,0.309000,0.039000,-0.943000
14.217000,0.355000,0.062000,-0.910000
14.322000,0.338000,0.007000,-0.940000
14.427000,0.415000,0.071000,-0.912000
14.527000,0.489000,0.062000,-0.865000
14.633000,0.540000,0.059000,-0.843000
14.735000,0.516000,0.091000,-0.819000
14.840000,0.550000,0.059000,-0.832000
14.945000,0.574000,0.071000,-0.860000
15.048000,0.618000,0.040000,-0.832000
15.150000,0.573000,0.015000,-0.893000
15.251000,0.526000,-0.034000,-0.846000
15.356000,0.411000,-0.038000,-0.763000
15.460000,0.417000,-0.158000,-0.868000
15.562000,0.380000,-0.170000,-0.846000
15.667000,0.374000,-0.205000,-0.877000
